#column labels
#number   mjd start   mjd stop   mjd midpoint   flux(crab)   flux error(crab)
283	51913.4097	51913.4292	51913.4194	 0.14	0.21
284	51928.3757	51928.3951	51928.3854	 1.89	0.27
285	51929.3403	51929.3986	51929.3694	 0.74	0.23
286	51930.3236	51930.5021	51930.4155	 2.20	0.27
287	51931.3160	51931.4535	51931.3810	 2.18	0.24
288	51933.3118	51933.5479	51933.4354	 1.32	0.25
289	51934.3083	51934.5444	51934.4165	 1.32	0.25
290	51935.4097	51935.4292	51935.4194	 1.31	0.26
291	51939.3007	51939.4250	51939.3628	 1.21	0.27
292	51940.3556	51940.4833	51940.4229	 2.40	0.27
293	51941.3653	51941.5333	51941.4442	 2.22	0.27
294	51942.3639	51942.4903	51942.4293	 2.71	0.27
295	51943.4035	51943.5125	51943.4580	 2.40	0.27
296	51944.4646	51944.4840	51944.4743	 1.44	0.27
297	51959.2326	51959.2521	51959.2424	 1.03	0.27
298	51960.2715	51960.2910	51960.2813	 1.82	0.25
299	51965.4194	51965.4604	51965.4399	 3.32	0.28
300	51967.2722	51967.3701	51967.3213	 2.51	0.27
301	51983.2021	51983.2417	51983.2219	 1.59	0.25
302	51984.2104	51984.2382	51984.2240	 1.40	0.37
303	51985.2840	51985.3729	51985.3285	 1.21	0.41
304	51986.3306	51986.3500	51986.3403	 0.83	0.21
305	51987.1875	51987.3667	51987.2761	 5.88	0.28
306	51988.1750	51988.3146	51988.2410	 1.15	0.21
307	51989.1715	51989.3688	51989.2737	 4.80	0.27
308	51990.2097	51990.3715	51990.3052	 0.61	0.20
309	51991.1840	51991.3597	51991.2718	 1.46	0.24
310	51992.2632	51992.3417	51992.3026	 1.90	0.22
311	51993.2167	51993.3556	51993.2867	 3.63	0.25
312	51994.2681	51994.3528	51994.3104	 3.82	0.27
313	51995.2896	51995.3479	51995.3188	 3.70	0.27
314	51996.2861	51996.3743	51996.3325	 3.05	0.25
315	51997.2340	51997.3069	51997.2705	 1.24	0.38
316	51998.3486	51998.3681	51998.3583	 1.22	0.19
317	51999.3292	51999.3431	51999.3361	 1.87	0.46
318	52012.1757	52012.2736	52012.2247	 0.56	0.22
319	52013.1424	52013.3076	52013.2310	 2.27	0.25
320	52014.1458	52014.1528	52014.1493	 0.62	0.34
321	52015.1535	52015.1674	52015.1604	 0.74	0.33
322	52016.1465	52016.1604	52016.1535	 0.50	0.33
323	52020.1486	52020.1556	52020.1521	 0.55	0.40
324	52022.1521	52022.1590	52022.1556	 0.81	0.32
325	52050.1688	52050.1757	52050.1722	 0.12	0.35
326	52051.1660	52051.1729	52051.1694	 0.54	0.33
327	52052.1833	52052.2028	52052.1931	 0.54	0.19
328	52053.1708	52053.1903	52053.1806	 0.63	0.18
